Audience segment,Audience segment state,Campaign,Ad group,Currency code,Ad group default max. CPC,Audience segment max CPC,Audience Segment Bid adj.,Targeting Setting,Clicks,Impr.,CTR,Avg. CPC,Cost,Avg. CPM
People not in audiences,Removed,[TOP] Awareness_Display_Gopher&Mole,Ad group 1,USD,0.01,0, --,Targeting,134,"111,620",0.12%,1.71,228.58,2.05
People not in audiences,Removed,BedBug_Leads_New,BB_New,USD,0.01,0, --,Observation,27,245,11.02%,0.87,23.55,96.12
People not in audiences,Removed,BPM - Bedbugs,Bed Bugs,USD,0.01,0, --,Observation,"2,964","61,713",4.80%,5.02,14867.68,240.92
People not in audiences,Removed,BPM - Cockroaches,Cockroaches,USD,0.01,0, --,Observation,100,"10,801",0.93%,4.01,401.11,37.14
People not in audiences,Removed,BPM - Commercial,Comm Pest Control,USD,0.01,0, --,Observation,52,"6,627",0.78%,2.73,141.78,21.39
People not in audiences,Removed,BPM - Flea & Tick,Flea and Tick,USD,0.01,0, --,Observation,189,"8,547",2.21%,4.60,868.60,101.63
People not in audiences,Removed,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0, --,Observation,"1,567","55,979",2.80%,5.17,8106.29,144.81
People not in audiences,Removed,BPM - Mosquitos,Mosquito Removal,USD,0.01,0, --,Observation,265,"20,196",1.31%,3.99,1058.37,52.41
People not in audiences,Removed,BPM - Rats & Mice,Rats & Mice,USD,0.01,0, --,Observation,"1,123","19,949",5.63%,6.11,6864.61,344.11
People not in audiences,Removed,BPM - Residential,Res Pest Control,USD,0.01,0, --,Observation,"1,752","43,811",4.00%,6.99,12243.80,279.47
People not in audiences,Removed,BPM - Termites,Termite Inspection,USD,0.01,0, --,Observation,65,"14,604",0.45%,1.90,123.50,8.46
People not in audiences,Removed,BPM - Termites,Termites,USD,0.01,0, --,Observation,301,"17,506",1.72%,6.27,1888.28,107.86
People not in audiences,Removed,M&G_Awareness_Top,Ad group 1,USD,0.01,0, --,Targeting,16,"8,751",0.18%,0.84,13.44,1.54
People not in audiences,Removed,New_Rats&Mice_Leads,Ad group 1,USD,0.01,0, --,Observation,3,13,23.08%,0.82,2.46,189.23
People not in audiences,Removed,Priority Pest,Ants,USD,0.01,0, --,Observation,215,"3,698",5.81%,1.24,265.63,71.83
People not in audiences,Removed,Priority Pest,Bed Bugs,USD,0.01,0, --,Observation,"2,249","38,859",5.79%,2.71,6083.67,156.56
People not in audiences,Removed,Priority Pest,Bedbugs - Dyn,USD,0.01,0, --,Observation,77,"1,382",5.57%,11.70,900.57,651.64
People not in audiences,Removed,Priority Pest,Cockroach - Dyn,USD,0.01,0, --,Observation,0,37,0.00%,0,0.00,0.00
People not in audiences,Removed,Priority Pest,Cockroaches,USD,0.01,0, --,Observation,918,"15,040",6.10%,2.14,1961.75,130.44
People not in audiences,Removed,Priority Pest,Comm Pest Control,USD,0.01,0, --,Observation,52,"1,313",3.96%,3.42,177.99,135.56
People not in audiences,Removed,Priority Pest,Comm Pest Control - Dyn,USD,0.01,0, --,Observation,1,32,3.13%,1.37,1.37,42.81
People not in audiences,Removed,Priority Pest,Flea and Tick,USD,0.01,0, --,Observation,722,"12,783",5.65%,1.64,1185.30,92.72
People not in audiences,Removed,Priority Pest,Insects,USD,0.01,0, --,Observation,123,"3,745",3.28%,2.00,246.35,65.78
People not in audiences,Removed,Priority Pest,Mole and Gopher,USD,0.01,0, --,Observation,"1,159","19,640",5.90%,3.50,4053.50,206.39
People not in audiences,Removed,Priority Pest,Mole and Gopher - Dyn,USD,0.01,0, --,Observation,3,83,3.61%,8.01,24.03,289.52
People not in audiences,Removed,Priority Pest,Mosquito Removal,USD,0.01,0, --,Observation,224,"6,917",3.24%,1.65,369.83,53.47
People not in audiences,Removed,Priority Pest,Priority Pest - dynamic ad group,USD,0.01,0, --,Observation,3,38,7.89%,1.02,3.07,80.79
People not in audiences,Removed,Priority Pest,Rats & Mice,USD,0.01,0, --,Observation,798,"20,343",3.92%,4.06,3243.24,159.43
People not in audiences,Removed,Priority Pest,Rats and Mice - Dyn,USD,0.01,0, --,Observation,4,78,5.13%,16.15,64.60,828.21
People not in audiences,Removed,Priority Pest,Res Pest Control,USD,0.01,0, --,Observation,760,"18,783",4.05%,3.41,2592.41,138.02
People not in audiences,Removed,Priority Pest,Res Pest Control - Dyn,USD,0.01,0, --,Observation,16,405,3.95%,5.88,94.13,232.42
People not in audiences,Removed,Priority Pest,SKAG | gopher poison | BROAD,USD,0.01,0, --,Observation,0,2,0.00%,0,0.00,0.00
People not in audiences,Removed,Priority Pest,SKAG | how to remove moles | BROAD,USD,0.01,0, --,Observation,2,14,14.29%,1.46,2.91,207.86
People not in audiences,Removed,Priority Pest,SKAG | tick removal | BROAD,USD,0.01,0, --,Observation,1,12,8.33%,1.41,1.41,117.50
People not in audiences,Removed,Priority Pest,Spiders,USD,0.01,0, --,Observation,146,"2,462",5.93%,1.64,240.12,97.53
People not in audiences,Removed,Priority Pest,Termite Inspection,USD,0.01,0, --,Observation,14,714,1.96%,4.87,68.19,95.50
People not in audiences,Removed,Priority Pest,Termite Inspection - Dyn,USD,0.01,0, --,Observation,1,51,1.96%,2.03,2.03,39.80
People not in audiences,Removed,Priority Pest,Termites,USD,0.01,0, --,Observation,109,"3,811",2.86%,4.36,475.07,124.66
People not in audiences,Removed,Priority Pest,Termites - Dyn,USD,0.01,0, --,Observation,1,81,1.23%,2.41,2.41,29.75
People not in audiences,Removed,Priority Pest,Wasp & Hornet,USD,0.01,0, --,Observation,89,"2,227",4.00%,2.57,228.60,102.65
People not in audiences,Removed,Warm_Weather_03-10,Flea & Tick,USD,0.01,0, --,Observation,11,298,3.69%,7.05,77.59,260.37
People not in audiences,Removed,Warm_Weather_03-10,General Pest,USD,0.01,0, --,Observation,36,922,3.90%,12.12,436.15,473.05
People not in audiences,Removed,Warm_Weather_03-10,Mole & Gopher,USD,0.01,0, --,Observation,12,201,5.97%,6.16,73.97,368.01
People not in audiences,Removed,Warm_Weather_03-10,Mosquito,USD,0.01,0, --,Observation,1,65,1.54%,2.78,2.78,42.77
People not in audiences,Removed,Warm_Weather_03-10,Termite,USD,0.01,0, --,Observation,2,102,1.96%,9.38,18.76,183.92
[TOP]Awareness_Display_Mole&Gopher,Enabled,[TOP] Awareness_Display_Gopher&Mole,Ad group 1,USD,0.01,0.01, --,Targeting,1,"3,147",0.03%,5.06,5.06,1.61
Shoppers › Bargain Hunters,Enabled,BedBug_Leads_New,BB_New,USD,0.01,0, --,Observation,1,26,3.85%,17.06,17.06,656.15
BB_Bed Bug Specific Searches,Enabled,BB_Awareness_Top,Ad group 1,USD,0.01,0.01, --,Targeting,0,0,0,0,0.00,0
BB_DIY Home Improvement Enthusiasts,Enabled,BB_Awareness_Top,Ad group 1,USD,0.01,0.01, --,Targeting,0,0,0,0,0.00,0
BB_Environmentally Conscious Consumers,Enabled,BB_Awareness_Top,Ad group 1,USD,0.01,0.01, --,Targeting,0,0,0,0,0.00,0
BB_Families in Urban Areas,Enabled,BB_Awareness_Top,Ad group 1,USD,0.01,0.01, --,Targeting,0,0,0,0,0.00,0
BB_Frequent Travelers,Enabled,BB_Awareness_Top,Ad group 1,USD,0.01,0.01, --,Targeting,0,0,0,0,0.00,0
BB_Health-Conscious Individuals,Enabled,BB_Awareness_Top,Ad group 1,USD,0.01,0.01, --,Targeting,0,0,0,0,0.00,0
BB_Homeowners with Pest Concerns,Enabled,BB_Awareness_Top,Ad group 1,USD,0.01,0.01, --,Targeting,0,0,0,0,0.00,0
BB_Property Managers and Landlords,Enabled,BB_Awareness_Top,Ad group 1,USD,0.01,0.01, --,Targeting,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Ants,USD,0.01,0, +0%,Observation,0,1,0.00%,0,0.00,0.00
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Bed Bugs,USD,0.01,0, +0%,Observation,43,792,5.43%,6.11,262.83,331.85
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Bedbugs - Dyn,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Cockroach - Dyn,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Cockroaches,USD,0.01,0, +0%,Observation,21,439,4.78%,3.92,82.30,187.47
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Comm Pest Control,USD,0.01,0, +0%,Observation,0,1,0.00%,0,0.00,0.00
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Comm Pest Control - Dyn,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Flea and Tick,USD,0.01,0, +0%,Observation,1,1,100.00%,5.53,5.53,5530.00
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Insects,USD,0.01,0, +0%,Observation,0,1,0.00%,0,0.00,0.00
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Mole and Gopher,USD,0.01,0, +0%,Observation,62,764,8.12%,5.82,360.68,472.10
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Mole and Gopher - Dyn,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Mosquito Removal,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Priority Pest - dynamic ad group,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Rats & Mice,USD,0.01,0, +0%,Observation,47,706,6.66%,5.84,274.53,388.86
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Rats and Mice - Dyn,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Res Pest Control,USD,0.01,0, +0%,Observation,11,399,2.76%,7.41,81.54,204.36
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Res Pest Control - Dyn,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,SKAG | gopher poison | BROAD,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,SKAG | how to remove moles | BROAD,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,SKAG | tick removal | BROAD,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Spiders,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Termite Inspection,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Termite Inspection,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Termite Inspection,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Termite Inspection - Dyn,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Termites,USD,0.01,0, +0%,Observation,1,96,1.04%,8.06,8.06,83.96
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Termites - Dyn,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Priority Pest,Wasp & Hornet,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Warm_Weather_03-10,Ant,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Warm_Weather_03-10,Flea & Tick,USD,0.01,0, --,Observation,8,116,6.90%,9.92,79.39,684.40
Home & Garden › Do-It-Yourselfers,Enabled,Warm_Weather_03-10,General Pest,USD,0.01,0, --,Observation,15,350,4.29%,13.51,202.64,578.97
Home & Garden › Do-It-Yourselfers,Enabled,Warm_Weather_03-10,Mole & Gopher,USD,0.01,0, --,Observation,8,97,8.25%,9.99,79.94,824.12
Home & Garden › Do-It-Yourselfers,Enabled,Warm_Weather_03-10,Mosquito,USD,0.01,0, --,Observation,2,49,4.08%,7.74,15.47,315.71
Home & Garden › Do-It-Yourselfers,Enabled,Warm_Weather_03-10,Rodent,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Home & Garden › Do-It-Yourselfers,Enabled,Warm_Weather_03-10,Termite,USD,0.01,0, --,Observation,0,51,0.00%,0,0.00,0.00
Home & Garden,Enabled,[TOP] Awareness_Display_Gopher&Mole,Ad group 1,USD,0.01,0.01, --,Targeting,0,256,0.00%,0,0.39,1.54
Home & Garden,Enabled,BedBug_Leads_New,BB_New,USD,0.01,0, --,Observation,6,48,12.50%,5.55,33.32,694.17
Home & Garden,Enabled,New_Rats&Mice_Leads,Ad group 1,USD,0.01,0, --,Observation,0,3,0.00%,0,0.00,0.00
Home & Garden,Enabled,Priority Pest,Ants,USD,0.01,0, --,Observation,298,"3,913",7.62%,1.24,369.30,94.38
Home & Garden,Enabled,Priority Pest,Bed Bugs,USD,0.01,0, --,Observation,"1,517","23,377",6.49%,2.81,4270.34,182.67
Home & Garden,Enabled,Priority Pest,Bedbugs - Dyn,USD,0.01,0, --,Observation,45,669,6.73%,13.34,600.09,897.00
Home & Garden,Enabled,Priority Pest,Cockroach - Dyn,USD,0.01,0, --,Observation,0,31,0.00%,0,0.00,0.00
Home & Garden,Enabled,Priority Pest,Cockroaches,USD,0.01,0, --,Observation,609,"9,076",6.71%,2.50,1523.71,167.88
Home & Garden,Enabled,Priority Pest,Comm Pest Control,USD,0.01,0, --,Observation,32,884,3.62%,3.79,121.26,137.17
Home & Garden,Enabled,Priority Pest,Comm Pest Control - Dyn,USD,0.01,0, --,Observation,0,16,0.00%,0,0.00,0.00
Home & Garden,Enabled,Priority Pest,Flea and Tick,USD,0.01,0, --,Observation,808,"12,498",6.47%,1.60,1292.10,103.38
Home & Garden,Enabled,Priority Pest,Insects,USD,0.01,0, --,Observation,133,"3,030",4.39%,2.47,328.77,108.51
Home & Garden,Enabled,Priority Pest,Mole and Gopher,USD,0.01,0, --,Observation,951,"12,850",7.40%,2.54,2418.32,188.20
Home & Garden,Enabled,Priority Pest,Mole and Gopher - Dyn,USD,0.01,0, --,Observation,5,51,9.80%,8.69,43.44,851.76
Home & Garden,Enabled,Priority Pest,Mosquito Removal,USD,0.01,0, --,Observation,435,"7,805",5.57%,1.62,704.29,90.24
Home & Garden,Enabled,Priority Pest,Priority Pest - dynamic ad group,USD,0.01,0, --,Observation,1,37,2.70%,1.11,1.11,30.00
Home & Garden,Enabled,Priority Pest,Rats & Mice,USD,0.01,0, --,Observation,708,"13,434",5.27%,3.72,2633.11,196.00
Home & Garden,Enabled,Priority Pest,Rats and Mice - Dyn,USD,0.01,0, --,Observation,5,52,9.62%,10.54,52.68,1013.08
Home & Garden,Enabled,Priority Pest,Res Pest Control,USD,0.01,0, --,Observation,962,"15,120",6.36%,2.90,2790.84,184.58
Home & Garden,Enabled,Priority Pest,Res Pest Control - Dyn,USD,0.01,0, --,Observation,8,250,3.20%,4.08,32.63,130.52
Home & Garden,Enabled,Priority Pest,SKAG | gopher poison | BROAD,USD,0.01,0, --,Observation,4,17,23.53%,1.25,4.98,292.94
Home & Garden,Enabled,Priority Pest,SKAG | how to remove moles | BROAD,USD,0.01,0, --,Observation,0,16,0.00%,0,0.00,0.00
Home & Garden,Enabled,Priority Pest,SKAG | tick removal | BROAD,USD,0.01,0, --,Observation,4,16,25.00%,1.25,5.01,313.13
Home & Garden,Enabled,Priority Pest,Spiders,USD,0.01,0, --,Observation,119,"2,342",5.08%,1.52,180.96,77.27
Home & Garden,Enabled,Priority Pest,Termite Inspection,USD,0.01,0, --,Observation,10,420,2.38%,9.62,96.20,229.05
Home & Garden,Enabled,Priority Pest,Termite Inspection,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Home & Garden,Enabled,Priority Pest,Termite Inspection,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Home & Garden,Enabled,Priority Pest,Termite Inspection - Dyn,USD,0.01,0, --,Observation,0,38,0.00%,0,0.00,0.00
Home & Garden,Enabled,Priority Pest,Termites,USD,0.01,0, --,Observation,85,"2,441",3.48%,4.75,403.35,165.24
Home & Garden,Enabled,Priority Pest,Termites - Dyn,USD,0.01,0, --,Observation,2,72,2.78%,7.76,15.52,215.56
Home & Garden,Enabled,Priority Pest,Wasp & Hornet,USD,0.01,0, --,Observation,116,"1,954",5.94%,2.03,235.27,120.40
Home & Garden,Enabled,Warm_Weather_03-10,Ant,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Home & Garden,Enabled,Warm_Weather_03-10,Flea & Tick,USD,0.01,0, --,Observation,14,225,6.22%,8.34,116.69,518.62
Home & Garden,Enabled,Warm_Weather_03-10,General Pest,USD,0.01,0, --,Observation,31,698,4.44%,10.90,337.94,484.15
Home & Garden,Enabled,Warm_Weather_03-10,Mole & Gopher,USD,0.01,0, --,Observation,11,167,6.59%,7.09,77.96,466.83
Home & Garden,Enabled,Warm_Weather_03-10,Mosquito,USD,0.01,0, --,Observation,6,73,8.22%,5.34,32.03,438.77
Home & Garden,Enabled,Warm_Weather_03-10,Rodent,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Home & Garden,Enabled,Warm_Weather_03-10,Termite,USD,0.01,0, --,Observation,3,91,3.30%,6.24,18.71,205.60
Home & Garden › Home & Garden Services,Enabled,New_Rats&Mice_Leads,Ad group 1,USD,0.01,0, --,Observation,0,6,0.00%,0,0.00,0.00
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Ants,USD,0.01,0, --,Observation,111,"2,019",5.50%,1.21,133.80,66.27
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Bed Bugs,USD,0.01,0, --,Observation,941,"16,147",5.83%,3.33,3130.75,193.89
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Bedbugs - Dyn,USD,0.01,0, --,Observation,38,593,6.41%,15.03,571.06,963.00
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Cockroach - Dyn,USD,0.01,0, --,Observation,0,14,0.00%,0,0.00,0.00
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Cockroaches,USD,0.01,0, --,Observation,401,"6,338",6.33%,2.40,964.02,152.10
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Comm Pest Control,USD,0.01,0, --,Observation,21,700,3.00%,3.53,74.03,105.76
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Comm Pest Control - Dyn,USD,0.01,0, --,Observation,0,19,0.00%,0,0.00,0.00
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Flea and Tick,USD,0.01,0, --,Observation,323,"6,137",5.26%,1.62,523.10,85.24
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Insects,USD,0.01,0, --,Observation,94,"2,152",4.37%,2.49,233.68,108.59
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Mole and Gopher,USD,0.01,0, --,Observation,529,"8,479",6.24%,3.13,1656.48,195.36
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Mole and Gopher - Dyn,USD,0.01,0, --,Observation,1,30,3.33%,6.44,6.44,214.67
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Mosquito Removal,USD,0.01,0, --,Observation,216,"4,263",5.07%,1.55,333.96,78.34
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Priority Pest - dynamic ad group,USD,0.01,0, --,Observation,0,20,0.00%,0,0.00,0.00
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Rats & Mice,USD,0.01,0, --,Observation,460,"9,616",4.78%,4.26,1958.25,203.64
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Rats and Mice - Dyn,USD,0.01,0, --,Observation,1,33,3.03%,3.47,3.47,105.15
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Res Pest Control,USD,0.01,0, --,Observation,540,"10,279",5.25%,3.32,1791.86,174.32
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Res Pest Control - Dyn,USD,0.01,0, --,Observation,6,210,2.86%,5.10,30.58,145.62
Home & Garden › Home & Garden Services,Enabled,Priority Pest,SKAG | gopher poison | BROAD,USD,0.01,0, --,Observation,1,6,16.67%,1.48,1.48,246.67
Home & Garden › Home & Garden Services,Enabled,Priority Pest,SKAG | how to remove moles | BROAD,USD,0.01,0, --,Observation,3,9,33.33%,1.44,4.32,480.00
Home & Garden › Home & Garden Services,Enabled,Priority Pest,SKAG | tick removal | BROAD,USD,0.01,0, --,Observation,1,8,12.50%,1.13,1.13,141.25
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Spiders,USD,0.01,0, --,Observation,68,"1,307",5.20%,1.76,119.89,91.73
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Termite Inspection,USD,0.01,0, --,Observation,15,392,3.83%,7.73,116.02,295.97
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Termite Inspection,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Termite Inspection,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Termite Inspection - Dyn,USD,0.01,0, --,Observation,0,24,0.00%,0,0.00,0.00
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Termites,USD,0.01,0, --,Observation,37,"1,838",2.01%,3.36,124.22,67.58
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Termites - Dyn,USD,0.01,0, --,Observation,1,49,2.04%,4.53,4.53,92.45
Home & Garden › Home & Garden Services,Enabled,Priority Pest,Wasp & Hornet,USD,0.01,0, --,Observation,44,"1,136",3.87%,2.62,115.33,101.52
Home & Garden › Home & Garden Services,Enabled,Warm_Weather_03-10,Ant,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Home & Garden › Home & Garden Services,Enabled,Warm_Weather_03-10,Flea & Tick,USD,0.01,0, --,Observation,17,186,9.14%,8.47,143.94,773.87
Home & Garden › Home & Garden Services,Enabled,Warm_Weather_03-10,General Pest,USD,0.01,0, --,Observation,38,659,5.77%,14.20,539.44,818.57
Home & Garden › Home & Garden Services,Enabled,Warm_Weather_03-10,Mole & Gopher,USD,0.01,0, --,Observation,8,204,3.92%,7.00,56.01,274.56
Home & Garden › Home & Garden Services,Enabled,Warm_Weather_03-10,Mosquito,USD,0.01,0, --,Observation,0,84,0.00%,0,0.00,0.00
Home & Garden › Home & Garden Services,Enabled,Warm_Weather_03-10,Rodent,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Home & Garden › Home & Garden Services,Enabled,Warm_Weather_03-10,Termite,USD,0.01,0, --,Observation,4,121,3.31%,15.72,62.87,519.59
Home & Garden › Home Improvement,Enabled,Warm_Weather_03-10,Ant,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Home & Garden › Home Improvement,Enabled,Warm_Weather_03-10,Flea & Tick,USD,0.01,0, --,Observation,4,98,4.08%,6.87,27.46,280.20
Home & Garden › Home Improvement,Enabled,Warm_Weather_03-10,General Pest,USD,0.01,0, --,Observation,15,371,4.04%,12.62,189.30,510.24
Home & Garden › Home Improvement,Enabled,Warm_Weather_03-10,Mole & Gopher,USD,0.01,0, --,Observation,8,128,6.25%,3.63,29.01,226.64
Home & Garden › Home Improvement,Enabled,Warm_Weather_03-10,Mosquito,USD,0.01,0, --,Observation,2,52,3.85%,12.85,25.69,494.04
Home & Garden › Home Improvement,Enabled,Warm_Weather_03-10,Rodent,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Home & Garden › Home Improvement,Enabled,Warm_Weather_03-10,Termite,USD,0.01,0, --,Observation,4,63,6.35%,8.21,32.83,521.11
Homeownership Status › Homeowners,Enabled,[TOP] Awareness_Display_Gopher&Mole,Ad group 1,USD,0.01,0.01, --,Targeting,0,82,0.00%,0,0.22,2.68
Homeownership Status › Homeowners,Enabled,BedBug_Leads_New,BB_New,USD,0.01,0, --,Observation,0,6,0.00%,0,0.00,0.00
Homeownership Status › Homeowners,Enabled,Priority Pest,Ants,USD,0.01,0, --,Observation,87,951,9.15%,1.27,110.44,116.13
